date,n_posts,fear_mean,anger_mean,sadness_mean,joy_mean,surprise_mean,disgust_mean,gratitude_mean,pride_mean,vader_mean
2025-09-16,2,0.00019195095,0.00039125266,4.006253e-05,7.819128e-05,0.060877226,0.00010591744,0.019116098,2.9291123e-05,0.1806
2025-09-17,4,0.00041212063,0.24921975,4.959531e-05,0.00013214818,0.13094649,2.534972e-05,0.21315047,3.4979294e-05,-0.058124997
2025-09-18,4,0.31735694,0.0013164144,0.001183866,0.00017505085,0.25348815,0.00018868086,0.0004476356,0.00015506212,0.1749
2025-09-19,7,0.34778503,0.14369139,0.0009058767,0.0004336154,0.17091325,0.00013898955,0.0019237669,0.00019370498,-0.15317143
2025-09-20,4,0.18973048,0.009056646,0.0002949834,0.00017568255,0.295347,0.00014058362,0.14971498,0.00010352576,0.25032502
2025-09-21,4,0.016061056,0.044520386,0.00059526565,0.0011208368,0.40900055,8.823558e-05,0.015494716,7.300143e-05,0.0
2025-09-22,3,0.32519734,0.23090716,0.00039822297,0.00012426388,0.09476691,0.00022676673,0.0028587978,8.978602e-05,0.11866667
2025-09-23,2,0.4739092,0.00030908684,0.0067234794,0.0002880247,0.0022956019,0.0001217335,0.00030962663,6.323473e-05,0.0326
2025-09-24,3,0.4059925,0.00067952456,0.0023328562,0.00094844756,0.5163904,0.00032146843,0.012373024,0.00017116561,-0.18973334
2025-09-25,2,4.3565142e-05,4.2153802e-05,2.9315688e-05,8.032133e-05,0.4996435,1.1655246e-05,0.48115683,4.2690757e-05,0.0
2025-09-26,7,0.15012684,0.03492938,0.00081108365,0.0032484576,0.07169775,0.00018571704,0.31129447,0.093968,0.17714286
2025-09-27,3,0.10180057,0.33171934,0.00030475305,6.198797e-05,0.2021662,0.0003479356,0.00020745413,8.119306e-05,0.0
2025-09-28,12,0.15468855,0.043965224,0.08904224,0.00036012568,0.0886487,0.0004639522,0.13061087,0.0001022149,-0.18280834
2025-09-29,39,0.21308483,0.05042266,0.08738063,0.0011518375,0.09375008,0.002742097,0.11042978,0.00010196444,-0.29498208
2025-09-30,33,0.21405111,0.118187346,0.05115843,0.00019484658,0.098869465,0.0012200612,0.031685226,9.320073e-05,-0.30293635
2025-10-01,8,0.13295722,0.12304385,0.0004761158,0.00014065893,0.12123222,0.00012453618,0.12703718,8.039927e-05,-0.0668125
2025-10-02,15,0.27312538,0.006460848,0.00032692033,0.0010589111,0.117462866,0.06671535,0.10685509,0.00030134368,-0.07507334
2025-10-03,14,0.19585414,0.009361801,0.0017668525,0.00014115674,0.0010378851,0.0716121,0.18028092,9.566401e-05,-0.2211143
2025-10-04,12,0.08702945,0.0018779197,0.14914306,0.0007717795,0.1679826,0.00045534867,0.15955405,0.00033429844,0.018208334
2025-10-05,14,0.09144102,0.083729915,0.05370025,0.011285297,0.09081835,0.074221365,0.13637935,0.0741295,-0.29774287
2025-10-06,12,0.121948324,0.2036283,0.005596626,0.0005258687,0.13628788,0.00045414982,0.14491414,0.0006235027,-0.08925
2025-10-07,1,9.410013e-06,1.0956856e-05,7.1828836e-05,0.9993783,9.445522e-05,1.1159224e-05,2.5130536e-05,5.2640735e-05,-0.5023
2025-10-08,11,0.07257829,0.0084793605,0.00018477353,0.005738259,0.03550564,7.795579e-05,0.1820848,0.08101619,0.10583637
2025-10-09,9,0.111534506,0.006924523,0.10777596,0.0035408111,0.0069401106,8.783462e-05,0.45912033,0.0002593562,-0.073711105
2025-10-10,11,0.20675124,0.06272623,0.0014392477,0.092884906,0.01720651,0.00012446266,0.0035046677,0.00052271975,-0.026745452
2025-10-11,11,0.00036461127,3.4149896e-05,1.9059284e-05,0.09171302,0.000118501484,1.1645027e-05,0.27231908,0.00010649626,0.042463638
2025-10-12,8,0.09532251,0.018762706,0.0012464416,0.12538221,0.0047347173,6.6936525e-05,0.36250615,0.00019036491,0.058262497
2025-10-13,9,0.09233596,0.000881616,0.0008568934,0.06788947,0.05017633,0.0001153447,0.26824507,0.00019880386,0.005888886
2025-10-15,3,0.5174446,0.00055158907,0.00011867084,0.00011632268,0.0027085876,3.635576e-05,0.0010932734,8.352995e-05,-0.1304
2025-10-16,3,1.7697026e-06,1.3447469e-06,8.9596773e-07,1.0062083e-06,1.6710126e-05,4.3421133e-07,2.2856248e-05,1.2015831e-06,-0.38236666
2025-10-17,1,0.17831057,0.65904343,0.0014642142,0.00016206983,0.007064626,0.0003700916,0.0001009605,4.8544367e-05,0.4019
2025-10-18,3,0.19216985,0.33217368,0.00021019291,0.00012382791,0.0034143422,0.00011897957,0.33274212,0.00012638255,-0.5137333
2025-10-19,6,0.31311652,0.014124714,0.0007940954,0.0027090919,0.07784174,0.00013901791,0.123073936,0.004058109,0.26721668
2025-10-21,2,0.49921352,7.589358e-05,0.00019107285,0.00042170155,0.02877135,3.6752488e-05,0.46375215,0.0048238183,0.0
2025-10-22,2,0.26805142,0.00079357286,0.00012981436,6.842764e-05,0.01880303,3.3333057e-05,0.00022340441,1.8556104e-05,-0.6249
2025-10-23,1,1.0667038e-05,0.004448927,0.00013118297,2.3826555e-05,4.6177967e-05,6.746451e-05,0.0041916906,1.775902e-05,-0.34
2025-10-24,4,0.004267806,0.00020312822,0.008303045,0.0006357943,0.12423312,0.00011187891,0.24652871,0.05138173,-0.2359
2025-10-26,4,4.9389837e-05,5.866743e-05,3.13848e-05,7.490545e-05,2.3346403e-05,1.3464742e-05,0.48319075,2.1386906e-05,0.1975
2025-10-27,3,0.07646076,3.228475e-05,4.228458e-05,8.977137e-05,0.00015521368,4.304058e-05,0.20455445,9.4249845e-05,-0.50303334
2025-10-28,4,6.469075e-06,2.414315e-05,1.077234e-05,1.2109678e-05,1.3297753e-05,4.6931186e-06,0.2587966,1.2397214e-05,0.35452503
2025-10-29,4,0.23132916,0.0058771637,0.09364389,0.00083364313,0.020466667,8.8497676e-05,0.0060404073,0.0005442543,-0.192875
2025-10-30,1,4.2774582e-07,7.2608816e-07,3.8668864e-07,5.0764737e-07,1.3087149e-06,2.1643389e-07,5.7165093e-06,4.9783097e-07,-0.6249
2025-10-31,1,2.0478408e-06,1.3159008e-06,1.3780663e-06,2.246861e-05,0.00010319083,1.8261147e-06,5.8397032e-05,6.959343e-06,0.0
2025-11-01,1,4.4499907e-07,7.5773386e-07,5.286567e-07,3.0753773e-07,1.2280973e-06,4.0863034e-07,1.2206955e-06,3.0882504e-07,-0.0258
2025-11-02,2,5.748483e-06,0.00016689526,2.2890626e-05,4.896228e-05,6.550251e-05,1.2964742e-05,0.46321186,2.1854865e-05,0.05135
2025-11-03,3,0.00043122788,0.00061832747,0.107227206,0.0005748668,0.0036876842,0.0006063248,0.0007280035,0.00036307087,-0.5595
2025-11-04,1,5.805015e-07,6.979537e-07,3.1100706e-07,5.085087e-07,1.4712139e-06,2.6164358e-07,1.3438291e-06,4.0727704e-07,0.0
2025-11-05,1,3.1922664e-05,0.00035464895,2.0990412e-05,6.862201e-05,4.8971735e-05,1.9664507e-05,0.056938086,2.5231002e-05,-0.4336
2025-11-08,4,0.21729612,0.049964003,0.0050189123,0.00021612147,0.013010671,0.00018153829,7.991354e-05,3.9284474e-05,0.16977501
2025-11-11,2,0.0071453685,0.33396658,0.0010719857,7.166147e-05,0.1440972,0.00019662794,6.351495e-05,1.6672044e-05,-0.1656
2025-11-12,2,1.2636061e-06,2.0158532e-06,3.978936e-06,1.49671105e-05,5.581114e-06,1.0075935e-06,8.9525165e-06,0.4999428,0.44455
2025-11-13,1,0.9090834,0.00031228454,0.0071150027,0.0013007824,0.00093072816,0.00012014294,0.0004034881,9.061888e-05,0.128
2025-11-14,3,0.0019023136,0.0009653798,0.010620378,0.0013441289,0.23790126,0.000882386,0.00089956407,0.0012533049,-0.1858
2025-11-15,4,0.00018087699,5.7861827e-05,0.0003447557,0.1330535,0.0013597705,1.3254499e-05,0.00034171072,2.5971998e-05,0.14327501
2025-11-16,2,0.00056132453,0.014016042,0.005220086,0.0001776716,0.00014058471,0.0029738862,0.0038605174,5.155496e-05,-0.4484
2025-11-17,3,4.9820253e-05,0.10356581,0.0068621947,0.0002508403,6.7627705e-05,4.2669464e-05,5.7386325e-05,5.29742e-05,-0.052066665
2025-11-18,2,2.9900575e-06,0.00046383293,9.318341e-05,4.055849e-06,8.530284e-06,5.658769e-06,0.00017734108,1.7627377e-06,0.03245
2025-11-19,6,0.37134448,0.039279114,0.00493465,0.00021403928,0.15971483,0.00057306775,0.00036591702,0.00012769266,-0.21231665
2025-11-20,6,0.1467141,0.004360783,0.0049043368,0.00021825556,0.041405987,0.00016222669,0.003426048,0.16620438,0.20256667
2025-11-21,1,0.014782804,0.00980294,9.652704e-05,0.00018853512,0.07460146,6.122469e-05,4.846228e-05,2.2767643e-05,0.264
2025-11-23,1,7.6703714e-07,1.2461136e-06,1.3095588e-06,5.307267e-07,1.0307341e-06,5.865412e-07,5.7845745e-07,2.6584374e-07,0.0
2025-11-24,2,0.00034124323,0.033313435,0.008103429,0.00014557797,0.24823286,0.00016552141,0.00012559743,9.21931e-05,0.0
2025-11-25,2,5.3416803e-05,0.00016412445,0.000104017505,4.546641e-05,6.771581e-05,9.919107e-06,0.9974536,4.7140486e-05,0.5288
2025-11-26,2,0.27904984,0.008055529,0.0039314902,0.0014831595,0.19632992,8.398261e-05,0.00031331356,3.0718824e-05,-0.25399998
2025-11-28,4,0.10417171,0.11555667,0.0042508263,4.2004118e-05,0.010948423,0.00014050888,5.415453e-05,1.9888765e-05,0.083675
2025-11-29,5,0.008232637,0.004395455,0.00030470703,6.426918e-05,0.017428694,0.00030256348,0.00043179258,2.1565074e-05,-0.015859997
2025-11-30,1,0.059565835,0.00027596895,0.00012154376,3.3198507e-05,7.115881e-05,0.00023170379,6.5378306e-05,4.3866763e-05,-0.3875
2025-12-01,4,0.4720232,0.0007003499,0.008101462,5.7659086e-05,0.003714668,4.648489e-05,0.00010577107,2.1221516e-05,-0.36762497
2025-12-02,2,1.9369281e-06,2.6739006e-05,1.7654467e-06,2.6386151e-06,1.5899888e-05,2.26886e-06,0.00037052875,1.9787803e-06,-0.05714999
2025-12-03,3,0.0071370024,0.08505008,0.18793939,0.0008131678,0.12949999,0.0034643412,0.34822726,0.00013736304,-0.1695
2025-12-04,5,0.20013925,0.00088429975,0.14220208,0.0010487576,0.10154835,8.361224e-05,0.0015833374,9.7503325e-05,-0.13144
2025-12-05,5,0.057242848,0.18439963,0.0033313788,0.00022696289,0.0701595,0.0005166686,0.00024945382,0.00040938277,-0.51772
2025-12-06,4,0.0006309139,0.00030968923,0.14232793,0.02436305,0.035126336,7.8534984e-05,0.000305459,6.534109e-05,0.032075
2025-12-07,1,0.0070512868,2.6618167e-05,3.9063612e-05,8.168242e-06,0.0012932378,7.895909e-06,1.6350941e-05,2.9956407e-06,-0.8807
2025-12-09,5,0.16157126,0.16807683,0.0056298436,0.00029788184,0.010000119,0.00018529971,0.22733784,0.00010249405,-0.33163998
2025-12-10,3,6.7114665e-06,0.0001414739,0.00034904398,5.3397594e-06,2.0797705e-05,3.8456105e-06,1.4938768e-05,1.6420822e-06,-0.32846665
2025-12-11,6,0.17617582,0.0039905733,0.0008593665,0.00019555562,0.007856996,0.00019881238,0.0007752388,0.00023262204,-0.40315
